Date,City,Disease,Case_Count,AQI,PM2.5,PM10,Temperature,Humidity,Rainfall,Season,Festival,Day_Type
2022-12-24,Mumbai,Typhoid,18,54.86,27.33,49.8,18.38,77.36,0.38,Winter,Christmas,Holiday
2022-12-25,Mumbai,Dengue,49,83.7,47.68,74.83,21.14,34.35,1.54,Winter,Christmas,Holiday
2022-12-26,Chennai,Typhoid,24,130.95,86.63,151.79,14.65,58.5,4.64,Winter,Christmas,Holiday
2022-12-27,Delhi,Typhoid,35,160.43,68.85,142.16,14.22,81.02,0.46,Winter,None,Normal Day
2022-12-28,Kolkata,Typhoid,5,289.19,162.44,293.46,19.05,61.26,5.0,Winter,None,Normal Day
2022-12-29,Bengaluru,Dengue,8,111.94,46.8,125.35,19.31,75.1,4.56,Winter,None,Normal Day
2022-12-30,Hyderabad,Dengue,19,154.4,109.41,129.25,22.38,76.66,2.22,Winter,None,Normal Day
2022-12-31,Chennai,Asthma,16,94.79,66.82,88.22,20.02,82.47,2.49,Winter,None,Normal Day
2023-01-01,Kolkata,Influenza,72,238.04,115.68,254.79,12.89,65.13,4.88,Winter,None,Normal Day
2023-01-02,Mumbai,Typhoid,12,79.66,46.6,94.68,11.47,47.24,0.74,Winter,None,Normal Day
2023-01-03,Delhi,Influenza,56,420.19,239.95,397.08,14.82,85.19,1.2,Winter,None,Normal Day
2023-01-04,Chennai,Diarrhea,32,169.42,77.27,202.67,20.02,67.89,0.0,Winter,None,Normal Day
2023-01-05,Delhi,Typhoid,27,372.21,157.77,414.59,19.1,62.86,0.55,Winter,None,Normal Day
2023-01-06,Mumbai,Dengue,18,49.53,30.12,43.96,24.5,73.2,1.03,Winter,None,Normal Day
2023-01-07,Hyderabad,Malaria,21,66.03,34.67,59.94,10.84,66.15,2.24,Winter,None,Normal Day
2023-01-08,Kolkata,Influenza,51,186.07,143.8,217.37,23.68,57.81,2.45,Winter,None,Normal Day
2023-01-09,Mumbai,Typhoid,28,134.49,78.32,119.5,16.09,36.35,3.04,Winter,None,Normal Day
2023-01-10,Hyderabad,Malaria,39,146.96,93.19,151.93,18.38,51.49,2.84,Winter,None,Normal Day
2023-01-11,Mumbai,Typhoid,17,49.26,19.85,46.75,16.92,77.14,2.34,Winter,None,Normal Day
2023-01-12,Chennai,Influenza,38,140.24,87.33,116.25,12.97,47.97,0.42,Winter,None,Normal Day
2023-01-13,Kolkata,Asthma,8,135.1,57.22,158.05,23.05,76.72,2.87,Winter,Makar Sankranti,Holiday
2023-01-14,Kolkata,Diarrhea,14,228.21,121.32,194.5,13.48,81.9,3.51,Winter,Makar Sankranti,Holiday
2023-01-15,Kolkata,Asthma,37,206.42,138.68,245.33,22.04,53.47,4.77,Winter,Makar Sankranti,Holiday
2023-01-16,Hyderabad,Dengue,24,160.94,125.42,189.93,19.47,53.27,3.08,Winter,None,Normal Day
2023-01-17,Bengaluru,Influenza,55,32.81,16.74,36.81,17.02,50.91,0.52,Winter,None,Normal Day
2023-01-18,Hyderabad,Malaria,48,112.16,46.33,90.51,15.83,87.77,2.91,Winter,None,Normal Day
2023-01-19,Bengaluru,Typhoid,22,37.1,22.99,37.06,17.68,44.24,4.45,Winter,None,Normal Day
2023-01-20,Bengaluru,Influenza,96,135.19,78.75,121.41,21.72,37.77,0.65,Winter,None,Normal Day
2023-01-21,Chennai,Malaria,11,111.18,48.63,93.4,12.6,83.81,2.48,Winter,None,Normal Day
2023-01-22,Bengaluru,Typhoid,10,91.23,59.47,99.59,22.52,78.66,0.47,Winter,None,Normal Day
2023-01-23,Hyderabad,Dengue,48,173.65,127.04,205.6,22.93,42.94,1.66,Winter,None,Normal Day
2023-01-24,Mumbai,Malaria,43,101.91,50.74,90.31,16.38,32.4,2.39,Winter,None,Normal Day
2023-01-25,Kolkata,Asthma,93,243.09,181.97,241.07,22.19,55.51,0.45,Winter,Republic Day,Holiday
2023-01-26,Bengaluru,Dengue,9,115.74,50.05,134.85,18.76,58.35,0.94,Winter,Republic Day,Holiday
2023-01-27,Hyderabad,Asthma,47,175.37,99.77,142.56,21.04,32.83,0.09,Winter,Republic Day,Holiday
2023-01-28,Kolkata,Dengue,41,145.07,83.66,144.32,20.87,79.63,3.87,Winter,None,Normal Day
2023-01-29,Bengaluru,Diarrhea,14,90.84,48.32,94.11,19.29,45.41,0.19,Winter,None,Normal Day
2023-01-30,Mumbai,Malaria,39,168.02,133.73,175.09,19.73,46.93,2.04,Winter,None,Normal Day
2023-01-31,Kolkata,Typhoid,15,95.0,67.99,76.47,10.89,56.71,4.09,Winter,None,Normal Day
2023-02-01,Hyderabad,Influenza,87,74.73,56.74,83.63,11.5,83.7,1.05,Winter,None,Normal Day
2023-02-02,Kolkata,Malaria,38,92.27,63.46,101.28,23.86,53.66,3.23,Winter,None,Normal Day
2023-02-03,Bengaluru,Diarrhea,13,145.26,93.88,167.22,18.72,34.26,0.24,Winter,None,Normal Day
2023-02-04,Hyderabad,Diarrhea,18,90.39,44.87,98.77,12.93,89.58,3.06,Winter,None,Normal Day
2023-02-05,Kolkata,Malaria,48,115.34,71.62,124.72,21.23,70.92,4.37,Winter,None,Normal Day
2023-02-06,Mumbai,Dengue,23,60.37,47.97,60.27,18.0,43.5,1.66,Winter,None,Normal Day
2023-02-07,Hyderabad,Malaria,35,89.41,64.93,83.42,17.96,72.8,0.31,Winter,None,Normal Day
2023-02-08,Bengaluru,Dengue,12,123.51,82.79,126.81,21.78,46.78,2.95,Winter,None,Normal Day
2023-02-09,Hyderabad,Influenza,69,60.55,48.19,65.43,20.1,49.43,2.09,Winter,None,Normal Day
2023-02-10,Delhi,Asthma,51,437.48,278.07,382.84,18.22,58.01,2.92,Winter,None,Normal Day
2023-02-11,Bengaluru,Influenza,43,107.97,43.27,92.68,20.92,89.68,1.14,Winter,None,Normal Day
2023-02-12,Chennai,Malaria,22,66.42,48.94,63.1,16.64,85.86,0.52,Winter,None,Normal Day
2023-02-13,Bengaluru,Malaria,27,46.74,37.35,43.58,16.08,67.97,3.54,Winter,None,Normal Day
2023-02-14,Bengaluru,Malaria,32,123.72,61.87,103.23,13.81,84.06,4.93,Winter,None,Normal Day
2023-02-15,Kolkata,Typhoid,25,237.77,110.91,200.5,24.32,45.46,4.53,Winter,None,Normal Day
2023-02-16,Chennai,Asthma,38,139.6,100.91,146.83,21.12,39.8,0.34,Winter,None,Normal Day
2023-02-17,Chennai,Asthma,30,98.98,54.27,81.03,19.18,44.79,3.76,Winter,None,Normal Day
2023-02-18,Chennai,Influenza,60,160.0,102.79,170.34,18.25,66.5,1.79,Winter,None,Normal Day
2023-02-19,Hyderabad,Asthma,9,86.84,48.74,99.87,12.77,75.48,1.21,Winter,None,Normal Day
2023-02-20,Hyderabad,Diarrhea,45,172.83,101.91,151.55,23.88,51.04,3.11,Winter,None,Normal Day
2023-02-21,Bengaluru,Influenza,36,37.44,22.08,41.13,20.91,62.21,3.07,Winter,None,Normal Day
2023-02-22,Kolkata,Influenza,63,158.44,126.48,189.81,11.8,72.55,3.16,Winter,None,Normal Day
2023-02-23,Bengaluru,Dengue,35,88.34,42.07,102.44,12.53,49.94,0.76,Winter,None,Normal Day
2023-02-24,Hyderabad,Malaria,33,135.66,69.93,152.63,17.83,31.71,3.03,Winter,None,Normal Day
2023-02-25,Mumbai,Diarrhea,36,106.3,74.1,117.91,13.56,67.24,3.09,Winter,None,Normal Day
2023-02-26,Mumbai,Asthma,34,105.85,65.6,89.07,11.35,47.15,3.52,Winter,None,Normal Day
2023-02-27,Bengaluru,Dengue,45,142.07,104.48,130.79,21.53,57.91,0.09,Winter,None,Normal Day
2023-02-28,Bengaluru,Dengue,31,93.59,64.8,98.5,11.01,50.01,1.9,Winter,None,Normal Day
2023-03-01,Delhi,Malaria,10,243.18,152.62,196.79,31.97,72.6,1.33,Summer,None,Normal Day
2023-03-02,Kolkata,Asthma,61,290.38,122.29,248.42,32.48,33.64,2.58,Summer,None,Normal Day
2023-03-03,Hyderabad,Asthma,43,167.3,76.15,175.97,33.62,85.23,4.37,Summer,None,Normal Day
2023-03-04,Bengaluru,Asthma,8,80.87,51.44,80.11,36.9,66.83,4.23,Summer,None,Normal Day
2023-03-05,Chennai,Diarrhea,6,75.08,58.49,72.31,38.81,35.83,0.33,Summer,None,Normal Day
2023-03-06,Delhi,Diarrhea,39,276.5,207.08,262.12,35.69,72.77,4.45,Summer,None,Normal Day
2023-03-07,Kolkata,Typhoid,21,166.86,114.53,150.18,28.4,73.47,1.14,Summer,None,Normal Day
2023-03-08,Chennai,Typhoid,36,104.68,55.89,105.25,37.7,50.69,1.97,Summer,None,Normal Day
2023-03-09,Kolkata,Influenza,6,170.62,133.83,184.86,38.81,76.77,4.23,Summer,None,Normal Day
2023-03-10,Bengaluru,Dengue,40,53.66,37.78,50.6,31.18,40.06,3.74,Summer,None,Normal Day
2023-03-11,Chennai,Dengue,13,74.9,39.14,77.51,34.06,45.47,1.93,Summer,None,Normal Day
2023-03-12,Delhi,Diarrhea,32,375.57,298.35,402.67,26.49,79.11,2.55,Summer,None,Normal Day
2023-03-13,Chennai,Dengue,22,114.17,82.03,130.94,35.94,77.36,1.28,Summer,None,Normal Day
2023-03-14,Hyderabad,Asthma,8,171.25,106.0,167.93,33.23,39.91,4.58,Summer,None,Normal Day
2023-03-15,Bengaluru,Asthma,23,37.58,27.83,35.54,28.25,56.99,1.76,Summer,None,Normal Day
2023-03-16,Kolkata,Asthma,61,221.97,145.44,200.18,37.84,69.05,4.65,Summer,None,Normal Day
2023-03-17,Chennai,Diarrhea,75,111.31,61.19,98.98,28.39,73.07,1.13,Summer,Holi,Holiday
2023-03-18,Hyderabad,Typhoid,61,195.35,98.01,175.78,34.15,34.93,0.35,Summer,Holi,Holiday
2023-03-19,Kolkata,Malaria,7,110.79,50.84,102.01,37.08,48.28,3.63,Summer,Holi,Holiday
2023-03-20,Bengaluru,Typhoid,35,121.44,72.67,143.45,32.21,89.61,0.38,Summer,None,Normal Day
2023-03-21,Mumbai,Asthma,30,82.1,39.57,91.29,25.22,33.41,2.76,Summer,None,Normal Day
2023-03-22,Mumbai,Dengue,33,131.0,82.11,135.69,38.94,61.54,4.27,Summer,None,Normal Day
2023-03-23,Delhi,Typhoid,37,358.87,269.56,302.18,27.63,34.58,0.8,Summer,None,Normal Day
2023-03-24,Hyderabad,Influenza,24,70.21,49.06,79.66,34.15,31.29,1.74,Summer,None,Normal Day
2023-03-25,Chennai,Influenza,40,167.26,95.13,185.35,38.36,54.86,3.27,Summer,None,Normal Day
2023-03-26,Delhi,Diarrhea,32,377.73,188.5,422.3,32.58,43.86,0.18,Summer,None,Normal Day
2023-03-27,Bengaluru,Typhoid,14,130.62,98.37,138.97,36.46,86.67,3.18,Summer,None,Normal Day
2023-03-28,Delhi,Malaria,46,269.0,152.13,269.49,38.97,44.65,4.38,Summer,None,Normal Day
2023-03-29,Chennai,Influenza,38,107.79,78.17,93.51,27.11,39.13,4.36,Summer,None,Normal Day
2023-03-30,Chennai,Malaria,38,94.51,56.12,102.55,28.49,64.64,3.07,Summer,None,Normal Day
2023-03-31,Hyderabad,Diarrhea,6,138.79,66.33,113.77,31.79,36.99,1.28,Summer,None,Normal Day
2023-04-01,Kolkata,Typhoid,6,107.15,80.78,107.8,25.34,37.39,2.18,Summer,None,Normal Day
2023-04-02,Bengaluru,Asthma,35,52.47,32.23,45.29,27.55,85.23,2.59,Summer,None,Normal Day
2023-04-03,Bengaluru,Asthma,40,91.54,56.37,74.69,35.73,80.06,1.0,Summer,None,Normal Day
2023-04-04,Bengaluru,Diarrhea,5,83.61,35.8,79.57,35.09,58.51,0.36,Summer,None,Normal Day
2023-04-05,Hyderabad,Influenza,48,182.59,115.07,176.88,35.68,35.57,0.85,Summer,None,Normal Day
2023-04-06,Bengaluru,Typhoid,40,111.65,48.13,95.05,39.45,73.67,2.55,Summer,None,Normal Day
2023-04-07,Mumbai,Influenza,44,107.21,74.68,116.95,37.84,43.54,3.9,Summer,None,Normal Day
2023-04-08,Hyderabad,Typhoid,29,154.99,94.01,170.45,30.21,79.29,3.15,Summer,None,Normal Day
2023-04-09,Mumbai,Asthma,24,86.83,67.01,89.04,28.41,61.65,0.2,Summer,None,Normal Day
2023-04-10,Mumbai,Typhoid,24,42.17,19.58,36.3,28.97,67.74,0.59,Summer,None,Normal Day
2023-04-11,Bengaluru,Typhoid,19,38.14,24.44,44.79,39.43,88.84,1.01,Summer,None,Normal Day
2023-04-12,Delhi,Dengue,12,305.37,206.73,277.42,27.45,55.31,4.45,Summer,None,Normal Day
2023-04-13,Chennai,Asthma,38,71.53,55.03,76.54,36.9,62.11,2.64,Summer,None,Normal Day
2023-04-14,Hyderabad,Influenza,49,124.32,72.03,118.9,36.49,40.96,1.15,Summer,None,Normal Day
2023-04-15,Bengaluru,Dengue,16,69.68,52.79,72.53,27.55,78.3,1.63,Summer,None,Normal Day
2023-04-16,Hyderabad,Malaria,31,125.21,54.26,120.1,34.12,58.52,2.49,Summer,None,Normal Day
2023-04-17,Chennai,Typhoid,31,158.46,98.91,155.63,25.42,79.88,1.46,Summer,None,Normal Day
2023-04-18,Bengaluru,Malaria,27,110.44,55.81,106.84,31.47,70.18,2.04,Summer,None,Normal Day
2023-04-19,Mumbai,Malaria,43,102.92,59.69,107.14,30.36,36.99,0.1,Summer,None,Normal Day
2023-04-20,Kolkata,Dengue,32,149.43,100.72,175.12,36.52,56.39,4.88,Summer,None,Normal Day
2023-04-21,Kolkata,Malaria,6,147.86,107.88,146.03,37.48,60.77,1.05,Summer,None,Normal Day
2023-04-22,Kolkata,Diarrhea,15,220.21,121.54,187.54,36.2,69.36,2.69,Summer,None,Normal Day
2023-04-23,Bengaluru,Influenza,8,116.61,82.32,120.51,36.65,69.1,2.71,Summer,None,Normal Day
2023-04-24,Delhi,Malaria,7,263.31,126.15,236.83,33.51,50.13,1.48,Summer,None,Normal Day
2023-04-25,Delhi,Dengue,8,477.53,254.93,482.09,31.64,41.94,4.19,Summer,None,Normal Day
2023-04-26,Mumbai,Malaria,36,156.61,103.59,164.5,25.94,89.24,1.87,Summer,None,Normal Day
2023-04-27,Hyderabad,Asthma,18,81.77,48.2,88.11,37.43,66.72,3.51,Summer,None,Normal Day
2023-04-28,Kolkata,Asthma,58,260.26,166.57,223.81,27.53,75.05,3.54,Summer,None,Normal Day
2023-04-29,Delhi,Malaria,39,284.76,128.31,315.55,39.96,36.15,0.57,Summer,None,Normal Day
2023-04-30,Bengaluru,Influenza,30,91.77,65.23,96.69,34.1,35.74,2.45,Summer,None,Normal Day
2023-05-01,Mumbai,Diarrhea,36,144.57,69.85,160.19,37.49,87.35,0.65,Summer,None,Normal Day
2023-05-02,Chennai,Influenza,33,176.88,91.44,168.89,33.03,84.69,3.79,Summer,Ramzan/Eid,Holiday
2023-05-03,Hyderabad,Dengue,12,81.2,36.84,69.24,34.57,88.85,0.03,Summer,Ramzan/Eid,Holiday
2023-05-04,Chennai,Malaria,43,127.93,54.29,124.77,36.56,45.06,4.18,Summer,Ramzan/Eid,Holiday
2023-05-05,Kolkata,Typhoid,13,268.35,120.87,270.6,29.87,73.26,2.67,Summer,None,Normal Day
2023-05-06,Chennai,Dengue,23,66.75,45.38,79.13,38.79,46.23,0.47,Summer,None,Normal Day
2023-05-07,Kolkata,Asthma,80,224.05,171.18,215.31,38.56,38.03,0.99,Summer,None,Normal Day
2023-05-08,Mumbai,Dengue,12,171.23,117.46,172.8,26.54,48.05,1.93,Summer,None,Normal Day
2023-05-09,Bengaluru,Asthma,22,30.52,20.85,33.55,27.32,41.27,0.58,Summer,None,Normal Day
2023-05-10,Chennai,Influenza,50,183.72,143.84,159.31,33.86,76.42,4.07,Summer,None,Normal Day
2023-05-11,Mumbai,Dengue,23,62.71,39.95,54.42,27.12,76.87,0.71,Summer,None,Normal Day
2023-05-12,Bengaluru,Typhoid,44,38.78,23.68,35.42,30.82,86.41,4.38,Summer,None,Normal Day
2023-05-13,Hyderabad,Asthma,12,179.54,83.85,154.6,27.03,34.03,4.08,Summer,None,Normal Day
2023-05-14,Delhi,Diarrhea,47,412.39,319.05,413.86,27.87,57.6,3.79,Summer,None,Normal Day
2023-05-15,Mumbai,Malaria,40,99.63,74.35,97.06,36.86,84.54,4.16,Summer,None,Normal Day
2023-05-16,Hyderabad,Influenza,8,93.51,55.17,86.39,36.78,47.91,1.61,Summer,None,Normal Day
2023-05-17,Bengaluru,Malaria,47,104.55,63.39,124.33,34.7,71.68,2.35,Summer,None,Normal Day
2023-05-18,Chennai,Diarrhea,30,105.31,66.76,103.29,34.88,54.04,2.94,Summer,None,Normal Day
2023-05-19,Chennai,Asthma,9,191.33,118.79,204.34,27.18,74.45,4.58,Summer,None,Normal Day
2023-05-20,Kolkata,Malaria,35,241.91,189.61,216.36,31.86,75.99,0.01,Summer,None,Normal Day
2023-05-21,Hyderabad,Asthma,19,123.13,71.09,114.21,35.14,43.03,1.5,Summer,None,Normal Day
2023-05-22,Hyderabad,Typhoid,37,121.67,62.57,115.45,29.53,75.52,0.71,Summer,None,Normal Day
2023-05-23,Delhi,Malaria,36,432.1,290.96,353.03,31.18,51.71,4.52,Summer,None,Normal Day
2023-05-24,Bengaluru,Malaria,18,87.31,50.66,99.68,35.48,61.02,2.09,Summer,None,Normal Day
2023-05-25,Hyderabad,Typhoid,18,80.83,33.62,83.24,39.99,43.45,1.25,Summer,None,Normal Day
2023-05-26,Bengaluru,Influenza,5,81.18,51.88,72.66,27.41,78.59,0.62,Summer,None,Normal Day
2023-05-27,Delhi,Asthma,58,365.39,215.9,332.56,38.02,76.07,4.98,Summer,None,Normal Day
2023-05-28,Kolkata,Dengue,15,97.2,69.43,92.66,28.24,55.15,0.59,Summer,None,Normal Day
2023-05-29,Mumbai,Diarrhea,31,139.75,76.5,122.27,39.22,31.81,1.55,Summer,None,Normal Day
2023-05-30,Mumbai,Diarrhea,30,162.57,92.02,186.86,33.27,41.72,2.16,Summer,None,Normal Day
2023-05-31,Hyderabad,Malaria,50,71.33,53.94,61.39,26.72,54.14,2.1,Summer,None,Normal Day
2023-06-01,Delhi,Dengue,90,466.16,246.15,532.73,25.81,55.32,11.8,Monsoon,None,Normal Day
2023-06-02,Mumbai,Typhoid,11,141.01,110.85,164.76,21.02,49.57,13.45,Monsoon,None,Normal Day
2023-06-03,Kolkata,Diarrhea,20,273.15,218.26,285.94,23.55,62.08,10.02,Monsoon,None,Normal Day
2023-06-04,Delhi,Malaria,15,189.47,140.04,226.51,26.15,71.41,25.45,Monsoon,None,Normal Day
2023-06-05,Bengaluru,Asthma,24,51.5,30.52,49.46,29.71,57.6,3.95,Monsoon,None,Normal Day
2023-06-06,Hyderabad,Malaria,33,168.73,108.45,156.49,26.86,85.65,14.63,Monsoon,None,Normal Day
2023-06-07,Mumbai,Diarrhea,17,53.83,24.25,47.08,29.01,47.68,12.19,Monsoon,None,Normal Day
2023-06-08,Bengaluru,Typhoid,8,126.54,90.0,136.04,24.66,50.14,7.33,Monsoon,None,Normal Day
2023-06-09,Delhi,Typhoid,7,150.42,71.27,168.73,23.89,86.8,19.68,Monsoon,None,Normal Day
2023-06-10,Chennai,Dengue,122,63.66,46.95,59.61,22.29,40.62,23.02,Monsoon,None,Normal Day
2023-06-11,Chennai,Influenza,8,190.29,107.29,218.4,28.05,89.76,12.96,Monsoon,None,Normal Day
2023-06-12,Chennai,Typhoid,43,154.23,94.14,179.99,24.8,65.03,25.35,Monsoon,None,Normal Day
2023-06-13,Bengaluru,Dengue,129,63.65,31.34,64.95,21.74,65.4,18.05,Monsoon,None,Normal Day
2023-06-14,Hyderabad,Asthma,40,143.13,98.4,125.54,29.18,87.01,7.35,Monsoon,None,Normal Day
2023-06-15,Mumbai,Dengue,58,86.82,47.09,76.87,21.8,63.38,28.67,Monsoon,None,Normal Day
2023-06-16,Kolkata,Dengue,140,246.81,115.69,263.38,25.46,75.13,10.46,Monsoon,None,Normal Day
2023-06-17,Hyderabad,Dengue,115,132.64,53.23,157.02,30.05,63.86,14.06,Monsoon,None,Normal Day
2023-06-18,Hyderabad,Asthma,16,114.6,74.65,106.13,20.95,55.06,17.26,Monsoon,None,Normal Day
2023-06-19,Delhi,Typhoid,34,471.9,280.74,550.42,22.33,37.26,22.31,Monsoon,None,Normal Day
2023-06-20,Bengaluru,Malaria,6,104.31,73.31,122.29,21.36,83.77,14.57,Monsoon,None,Normal Day
2023-06-21,Delhi,Typhoid,19,199.57,111.52,164.79,24.83,65.95,11.86,Monsoon,None,Normal Day
2023-06-22,Delhi,Typhoid,15,493.51,328.38,464.88,24.09,81.81,29.08,Monsoon,None,Normal Day
2023-06-23,Delhi,Typhoid,24,186.17,117.29,201.35,25.84,73.05,5.88,Monsoon,None,Normal Day
2023-06-24,Mumbai,Typhoid,8,105.52,57.42,101.02,24.91,60.54,20.82,Monsoon,None,Normal Day
2023-06-25,Mumbai,Dengue,65,138.73,75.73,155.46,20.1,52.45,2.6,Monsoon,None,Normal Day
2023-06-26,Hyderabad,Diarrhea,24,191.61,110.34,196.7,23.75,51.56,20.28,Monsoon,None,Normal Day
2023-06-27,Kolkata,Diarrhea,48,230.38,176.64,237.66,23.47,57.97,13.25,Monsoon,None,Normal Day
2023-06-28,Bengaluru,Diarrhea,11,109.4,67.6,102.21,28.19,39.99,28.58,Monsoon,None,Normal Day
2023-06-29,Chennai,Malaria,30,184.23,85.93,197.66,21.49,57.67,3.1,Monsoon,None,Normal Day
2023-06-30,Kolkata,Influenza,13,239.39,156.04,209.47,29.04,74.95,9.13,Monsoon,None,Normal Day
2023-07-01,Delhi,Influenza,27,466.31,187.4,381.73,24.78,88.36,20.95,Monsoon,None,Normal Day
2023-07-02,Bengaluru,Malaria,29,80.86,44.05,71.32,26.38,53.72,26.7,Monsoon,None,Normal Day
2023-07-03,Hyderabad,Malaria,17,152.38,112.73,146.45,27.89,37.35,10.62,Monsoon,None,Normal Day
2023-07-04,Kolkata,Influenza,37,111.37,66.38,129.62,22.29,30.35,3.5,Monsoon,None,Normal Day
2023-07-05,Kolkata,Dengue,91,252.57,176.57,255.48,24.91,67.24,16.53,Monsoon,None,Normal Day
2023-07-06,Delhi,Dengue,67,349.46,262.73,284.96,20.65,46.18,8.16,Monsoon,None,Normal Day
2023-07-07,Bengaluru,Asthma,43,63.59,35.16,62.86,24.62,51.81,5.9,Monsoon,None,Normal Day
2023-07-08,Bengaluru,Asthma,34,143.56,112.04,146.82,27.72,50.3,2.36,Monsoon,None,Normal Day
2023-07-09,Bengaluru,Typhoid,7,45.11,20.3,40.8,23.57,72.95,27.75,Monsoon,None,Normal Day
2023-07-10,Hyderabad,Asthma,5,94.42,63.33,103.06,28.34,50.19,10.29,Monsoon,None,Normal Day
2023-07-11,Hyderabad,Dengue,39,169.57,69.01,157.42,25.37,67.22,1.77,Monsoon,None,Normal Day
2023-07-12,Kolkata,Dengue,75,81.45,54.91,80.98,23.25,68.41,1.16,Monsoon,None,Normal Day
2023-07-13,Mumbai,Typhoid,15,67.21,35.84,77.13,28.72,80.78,4.32,Monsoon,None,Normal Day
2023-07-14,Hyderabad,Asthma,31,130.33,52.24,130.37,24.11,87.97,25.32,Monsoon,None,Normal Day
2023-07-15,Kolkata,Typhoid,47,164.73,102.41,193.73,21.3,78.37,5.24,Monsoon,None,Normal Day
2023-07-16,Delhi,Diarrhea,14,383.85,247.92,381.64,22.31,77.61,15.69,Monsoon,None,Normal Day
2023-07-17,Hyderabad,Malaria,18,140.4,91.04,119.99,26.74,50.16,4.61,Monsoon,None,Normal Day
2023-07-18,Delhi,Asthma,102,492.82,278.25,456.47,28.26,80.96,8.23,Monsoon,None,Normal Day
2023-07-19,Hyderabad,Malaria,11,170.0,96.5,137.36,29.19,34.65,12.1,Monsoon,None,Normal Day
2023-07-20,Chennai,Dengue,90,139.25,102.73,125.11,31.48,65.47,12.27,Monsoon,None,Normal Day
2023-07-21,Hyderabad,Influenza,16,111.94,77.13,114.76,24.95,44.81,0.23,Monsoon,None,Normal Day
2023-07-22,Chennai,Diarrhea,22,170.59,73.2,140.35,29.07,42.73,23.98,Monsoon,None,Normal Day
2023-07-23,Kolkata,Typhoid,43,241.84,163.93,277.68,22.84,63.55,27.27,Monsoon,None,Normal Day
2023-07-24,Kolkata,Influenza,29,223.83,101.83,264.04,29.31,59.54,14.42,Monsoon,None,Normal Day
2023-07-25,Bengaluru,Typhoid,22,123.12,98.32,108.7,21.77,89.04,7.47,Monsoon,None,Normal Day
2023-07-26,Mumbai,Dengue,38,132.73,100.13,125.7,26.48,47.61,11.04,Monsoon,None,Normal Day
2023-07-27,Delhi,Dengue,121,439.84,272.21,420.54,31.79,40.34,19.4,Monsoon,None,Normal Day
2023-07-28,Chennai,Typhoid,21,58.88,41.99,59.73,21.42,77.29,16.69,Monsoon,None,Normal Day
2023-07-29,Kolkata,Influenza,39,106.95,72.46,99.69,29.23,41.42,12.79,Monsoon,None,Normal Day
2023-07-30,Kolkata,Dengue,107,173.88,129.03,181.47,25.31,49.2,10.81,Monsoon,None,Normal Day
2023-07-31,Kolkata,Dengue,63,118.04,81.53,141.52,31.82,40.03,16.97,Monsoon,None,Normal Day
2023-08-01,Bengaluru,Influenza,20,54.93,42.45,52.41,27.51,77.09,15.54,Monsoon,None,Normal Day
2023-08-02,Mumbai,Influenza,26,92.3,61.91,88.59,24.0,32.48,4.42,Monsoon,None,Normal Day
2023-08-03,Delhi,Dengue,92,293.31,119.38,324.65,28.83,42.66,29.75,Monsoon,None,Normal Day
2023-08-04,Delhi,Asthma,102,417.89,218.19,476.64,26.93,85.79,17.37,Monsoon,None,Normal Day
2023-08-05,Kolkata,Dengue,125,156.02,106.36,161.22,20.92,37.38,12.26,Monsoon,None,Normal Day
2023-08-06,Bengaluru,Influenza,25,100.84,64.66,115.48,24.02,64.27,6.52,Monsoon,None,Normal Day
2023-08-07,Hyderabad,Malaria,22,149.35,68.04,174.97,29.82,44.43,8.25,Monsoon,None,Normal Day
2023-08-08,Mumbai,Asthma,38,80.58,58.69,70.4,25.36,70.75,4.4,Monsoon,None,Normal Day
2023-08-09,Bengaluru,Influenza,48,126.08,57.47,118.1,21.24,71.76,5.66,Monsoon,None,Normal Day
2023-08-10,Delhi,Dengue,145,219.41,110.57,244.22,28.51,74.37,7.87,Monsoon,Raksha Bandhan,Holiday
2023-08-11,Hyderabad,Dengue,101,102.47,45.21,82.3,26.25,66.68,0.5,Monsoon,Raksha Bandhan,Holiday
2023-08-12,Chennai,Dengue,110,186.09,143.58,203.75,27.39,31.76,16.73,Monsoon,Raksha Bandhan,Holiday
2023-08-13,Hyderabad,Malaria,41,125.0,53.29,146.8,20.7,60.02,0.46,Monsoon,None,Normal Day
2023-08-14,Kolkata,Influenza,43,282.04,162.56,322.05,28.17,47.24,9.58,Monsoon,Independence Day,Holiday
2023-08-15,Delhi,Diarrhea,33,447.91,349.94,393.46,25.52,69.67,20.22,Monsoon,Independence Day,Holiday
2023-08-16,Bengaluru,Dengue,116,120.12,86.2,103.62,23.48,32.53,14.89,Monsoon,Independence Day,Holiday
2023-08-17,Chennai,Asthma,16,105.75,63.36,121.45,25.6,44.74,0.56,Monsoon,None,Normal Day
2023-08-18,Delhi,Dengue,89,283.61,161.12,241.87,25.42,55.74,18.76,Monsoon,None,Normal Day
2023-08-19,Hyderabad,Dengue,123,104.88,60.47,106.4,30.24,34.22,18.81,Monsoon,None,Normal Day
2023-08-20,Bengaluru,Diarrhea,15,85.0,48.06,85.23,21.37,72.73,2.68,Monsoon,None,Normal Day
2023-08-21,Hyderabad,Dengue,106,149.64,107.0,158.91,24.22,66.71,14.6,Monsoon,None,Normal Day
2023-08-22,Mumbai,Dengue,141,93.77,73.8,79.23,23.74,66.72,17.62,Monsoon,None,Normal Day
